VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DEPT
014249,"ANIMAL SCIENCE CENTERLINE PET SUPPLY","STORE CONSIGNOR","PET EXPRESS"
014266,"ANIMALSCIENCE INC","STORE CONSIGNOR","PET EXPRESS"
014167,"ANNE'S KASTLE ENTERPRISES CO.","STORE CONSIGNOR","BABIES ACCS & FURN"
014263,"ANTHOLOGY INC","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
014290,"ANYO APPAREL, INC.","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 1 DS"
014312,"AOKI FURNITURE & PLASTIC CO.","STORE CONSIGNOR","STORAGE AND ORGANIZER,CRATE AND BARREL"
014254,"A-ONE GARMENTS PRINT HOUSE INC.","STORE CONSIGNOR","KIDS' WEAR - GIRLS,KIDS' WEAR - GIRLS DS"
014314,"APOLLOPLUS CAPITAL INC.","STORE CONSIGNOR",WATSONS
014302,"ARANAZ DE LUJO INC.","STORE CONSIGNOR",KULTURA
010920,"ARDENT WORLD INC",OUTRIGHT,WATSONS
014296,"ARETEI FOODS CORPORATION","STORE CONSIGNOR",SNACKS
014300,"ARINAWAN MANUFACTURING CORPORATION","STORE CONSIGNOR","BABIES ACCS & FURN"
014019,"ARTIST VILLAGE ENTERPRISE","STORE CONSIGNOR",KULTURA
010765,"ASHLAR INDUSTRIAL CORPORATION",OUTRIGHT,"BABIES ACCS & FURN,STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE"
014112,"ASIA PACIFIC COSMETICS PHILS. CORP.","STORE CONSIGNOR","WOMEN'S ACCESSORIES,STORAGE AND ORGANIZER,KITCHENWARE,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,WATSONS,WOMEN'S ACCESSORIES DS"
014179,"ASIATYPE DISTRIBUTION INCORPORATED","STORE CONSIGNOR","KULTURA,APPLIANCE,HARDWARE,PET EXPRESS,STATIONERY"
014278,"ASILO DE' COR HOME ACCENTS, INC.","STORE CONSIGNOR","OUR HOME,HARDWARE"
014048,"ASSOCIATED TRADING CORPORATION","STORE CONSIGNOR",TOYS
010372,"ASTECH PENGSON DISTRIBUTORS INC",OUTRIGHT,"APPLIANCE,HARDWARE,STATIONERY"
014055,"ATLANTA INDUSTRIES INC","STORE CONSIGNOR",HARDWARE
010785,"ATLAS HOME PRODUCTS, INC.",OUTRIGHT,"WOMEN'S ACCESSORIES,BABIES ACCS & FURN,FURNITURE & FIXTURES,APPLIANCE,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE,TOYS,STATIONERY,WATSONS"
014287,"ATMADY CORPORATION","STORE CONSIGNOR","BABIES ACCS & FURN"
014315,"AVALON TECHNICAL INT'L TRADING CORP.","STORE CONSIGNOR",APPLIANCE
010262,"AVESCO MARKETING CORPORATION",OUTRIGHT,HARDWARE
024050,"B.R. CHUA ENTERPRISES INC.","STORE CONSIGNOR","OUR HOME"
024020,"B.U.M. EQUIPMENT INCORPORATED","STORE CONSIGNOR","GIRLS TEENS' WEAR,BOYS TEENS' WEAR,GIRLS' TEEN WEAR DS,BOYS' TEEN WEAR DS"
020179,"B.W.W. TRADING",OUTRIGHT,"LINENS AND ACCESSORIES,DECOR AND ACCESSORIES"
020563,"BABYDRAGON TRADING",OUTRIGHT,"BABIES ACCS & FURN"
020369,"BANBROS COMMERCIAL, INCORPORATED",OUTRIGHT,"APPLIANCE,GADGETS,TOYS,STATIONERY"
020879,"BANIX MANUFACTURING INCORPORATED",OUTRIGHT,"KIDS' WEAR - GIRLS,CHARACTER SHOP"
024034,"BASIC CLOTHING INTERNATIONAL MFG.","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,KIDS' WEAR - BOYS,MEN'S WEAR DS,WOMEN'S WEAR 1 DS,KIDS' WEAR - GIRLS DS,GIRLS' TEEN WEAR DS,KIDS' WEAR - BOYS DS"
020322,"BCP DERMATOLOGICAL CORP",OUTRIGHT,WATSONS
020335,"BEAUTY BLENDS INC",OUTRIGHT,"BAGS,WATSONS"
024067,"BEAUTY CONCEPT SALON EQPT AND BEAUTYSUPPLY INC","STORE CONSIGNOR",WATSONS
020515,"BEAUTYPLUS FOREVER INTERNATIONAL INC.",OUTRIGHT,WATSONS
020471,"BEDAN ANIMAL CARE INC",OUTRIGHT,"PET EXPRESS"
020396,"BELEXIS CONCEPTS, INC.",OUTRIGHT,APPLIANCE
020160,"BENEWELL DISTRIBUTORS",OUTRIGHT,HARDWARE
020469,"BESTSOURCE GENERAL MDSG. INC.",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,BAGS,KIDS' SHOES"
020461,"BESTWORLD HOUSEWARE CO",OUTRIGHT,"STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE"
020432,"BIG BEN MARKETING INC",OUTRIGHT,"DECOR AND ACCESSORIES,TOYS"
020119,"BIG E FOOD CORPORATION",OUTRIGHT,SNACKS
020366,BIG_BOY_CONSUMER_SALES_INC,OUTRIGHT,HARDWARE
020357,"BIO RESEARCH INC",OUTRIGHT,"PET EXPRESS"
020358,"BIOCOSTECH PHILIPPINES CORPORATION",OUTRIGHT,WATSONS
020462,"BL PRIME INTERNATIONAL CO.",OUTRIGHT,"OUR HOME,HARDWARE"
020807,"BLOOMING HANDKERCHIEFS MFG CORP",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,BABIES ACCS & FURN,KIDS' SHOES,TOYS,CHARACTER SHOP"
020370,"BLUE AL INC",OUTRIGHT,WATSONS
020354,"BLUEFISH DIGITAL MEDIA TECH CORP",OUTRIGHT,"APPLIANCE,HARDWARE"
024063,"BOCALO MANUFACTURING CORP","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
020599,"BODY NEEDS & BASICS INC",OUTRIGHT,"SNACKS,WATSONS"
024158,"BOMA ONE PACIFIC CORPORATION","STORE CONSIGNOR","KULTURA,PET EXPRESS,WATSONS"
020489,"BORDERLESS EXCHANGE ENTERPRISES INC.",OUTRIGHT,"BABIES ACCS & FURN,PET EXPRESS"
020609,"BOSSINI GARMENTS CORP",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BABIES' WEAR,BOYS TEENS' WEAR,WOMEN'S WEAR 3"
020436,"BRADY PHARMA INC.",OUTRIGHT,WATSONS
020381,"BRAND WORKS ACCESSORIES MDSG CORP",OUTRIGHT,"CHARACTER SHOP"
020270,"BRATT SUPREME APPAREL INC",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS"
020536,"BRIDGECOM PRIME DISTRIBUTION, INC.",OUTRIGHT,LUGGAGE
020535,"BRIGHT RAY ENTERPRISES",OUTRIGHT,WATSONS
020021,"BRILLS MRKTG. CORP.",OUTRIGHT,"FURNITURE & FIXTURES"
020307,"BUCKWISE TRADING CORPORATION",OUTRIGHT,LUGGAGE
024104,"BUDDY KIDS MANUFACTURING","STORE CONSIGNOR","GIRLS TEENS' WEAR,BABIES' WEAR,KIDS' SHOES,OUTDOORS,KIDS' SHOES DS,GIRLS' TEEN WEAR DS,BABIES' WEAR DS"
034057,"C.Y.T. SPORTSWEAR","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
034112,"CANADIAN MANUFACTURING","STORE CONSIGNOR","OUR HOME,LINENS AND ACCESSORIES,CRATE AND BARREL"
034190,"CANDLEXCHANGE CO","STORE CONSIGNOR","OUR HOME,KULTURA,DECOR AND ACCESSORIES"
030472,"CANDY MIX PLUS, INC.",OUTRIGHT,SNACKS
034141,"CANOPY HOME PHILIPPINES CO INC","STORE CONSIGNOR","OUR HOME,FURNITURE & FIXTURES,LINENS AND ACCESSORIES,HARDWARE,CRATE AND BARREL"
034269,"CARCHIMILLICAN MARKETING","STORE CONSIGNOR","PET EXPRESS"
034283,"CARIAN ENTERPRISES","STORE CONSIGNOR","APPLIANCE,KITCHENWARE,TOYS,CRATE AND BARREL"
034288,"CARL COLOSSAL CREATIONS CORP","STORE CONSIGNOR","FURNITURE & FIXTURES,CRATE AND BARREL"
034304,"CARLITA R. DORAN HERBAL CORP.","STORE CONSIGNOR",KULTURA
030382,"CARRINGTON INTERNATIONAL",OUTRIGHT,"WOMEN'S WEAR 2,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,HARDWARE"
034263,"CASUAL CONTINENTALE INC.","STORE CONSIGNOR","FURNITURE & FIXTURES,CRATE AND BARREL"
030731,"CELESTIAL COTTAGE INDUSTRIES",OUTRIGHT,TOYS
034305,"CELLPRIME DISTRIBUTION CORPORATION","STORE CONSIGNOR","TOYS,CHARACTER SHOP"
030361,"CHAMCO INCORPORATED",OUTRIGHT,"HARDWARE,PET EXPRESS"
170168,"CHAMPION FURNITURE MANUFACTURING INC",OUTRIGHT,"OUR HOME,FURNITURE & FIXTURES,LINENS AND ACCESSORIES"
034242,"CHARLIE KEN MARKETING CORPORATION","STORE CONSIGNOR",WATSONS
034117,"CHARTER INTERNATIONAL INC","STORE CONSIGNOR","WOMEN'S SHOES,BAGS,WOMEN'S SHOES DS,BAGS DS"
230194,"CHG GLOBAL INC.",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,KIDS' SHOES"
034274,"CHIBUZO INTERNATIONAL CORP","STORE CONSIGNOR","KIDS' SHOES,TOYS,KIDS' SHOES DS"
030112,"CHIC CENTRE CORPORATION",OUTRIGHT,WATSONS
034225,"CHICAGO GARMENTS","STORE CONSIGNOR","KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS,KIDS' SHOES,TOYS,KIDS' SHOES DS,KIDS' WEAR - GIRLS DS,BABIES' WEAR DS,KIDS' WEAR - BOYS DS"
034020,"CHILDRENS WEARHOUSE CORP","STORE CONSIGNOR","LINENS AND ACCESSORIES,CRATE AND BARREL"
034215,"CHILEN CHICHARON","STORE CONSIGNOR",SNACKS
034321,"CHINO PINO BABYWEAR COMPANY INC.","STORE CONSIGNOR","BABIES ACCS & FURN"
034291,"CKMJ GREENOVATION INC.","STORE CONSIGNOR","BABIES ACCS & FURN,TOYS"
034214,"CLB FOODS MANUFACTURING CORPORATION","STORE CONSIGNOR",SNACKS
030840,"CO BAN KIAT HARDWARE, INC.",OUTRIGHT,HARDWARE
030918,"COCO TECHNOLOGIES CORPORATION",OUTRIGHT,"KULTURA,DECOR AND ACCESSORIES,HARDWARE,PET EXPRESS"
034231,"COLENT DIVERSIFIED PRODUCTS INC.","STORE CONSIGNOR",HARDWARE
034296,"COLENT MARKETING PHILS. INC.","STORE CONSIGNOR",HARDWARE
034209,"COLUMNBUS INDUSTRIES INC","STORE CONSIGNOR","STORAGE AND ORGANIZER,OUR HOME,KULTURA,CRATE AND BARREL"
030933,"COMARK INTERNATIONAL CORPORATION",OUTRIGHT,"HARDWARE,WATSONS"
034164,"COMTRADE MARKETING","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
030593,"CONCEPT CLOTHING COMPANY INC",OUTRIGHT,"MEN'S WEAR"
034172,"CONREY SPECIALTY FOODS INC","STORE CONSIGNOR",KULTURA
034216,"CONSORZIO ASIA INC","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
034003,"CONTEMPO INC.","STORE CONSIGNOR","KIDS' WEAR - GIRLS,KIDS' WEAR - GIRLS DS"
030115,"CORAL STONE CORPORATION",OUTRIGHT,"BABIES ACCS & FURN,KULTURA,GUAM ISLAND"
034152,"COSMETICS REVELATION CORPORATION","STORE CONSIGNOR",WATSONS
170053,"COSMETIQUE ASIA CORPORATION",OUTRIGHT,WATSONS
034286,"COTY PRESTIGE SOUTHEAST ASIAPHILIPPINES, INC.","STORE CONSIGNOR",WATSONS
030892,"COUNTRY FAVORITES CERAMICS",OUTRIGHT,"WOMEN'S WEAR 1,GIRLS TEENS' WEAR,SURPLUS SHOP,KULTURA,WATSONS"
034290,"COUNTRY ROOTS EVENTS AND DISPLAY INC.","STORE CONSIGNOR",KULTURA
030657,"COUNTRY ROOTS HOME DECOR",OUTRIGHT,KULTURA
030760,"CRAFTTRADE ENTERPRISES",OUTRIGHT,KULTURA
030677,"CREATIVE WONDERS INTERNATIONAL CORP",OUTRIGHT,"KIDS' ACCESSORIES,LUGGAGE,STATIONERY,CHARACTER SHOP"
030791,"CRESTWIN MARKETING CORPORATION",OUTRIGHT,"KIDS' SHOES"
034307,"CRH NEEDLE CRAFT, INC.","STORE CONSIGNOR",KULTURA
034239,"CRIB SIDE MANNERS INC","STORE CONSIGNOR","KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - GIRLS DS,BABIES' WEAR DS"
034178,"CRIS-CEL-COR EXPORT INC","STORE CONSIGNOR",KULTURA
030819,"CROMBIE INTERNATIONAL SALES LTD CO",OUTRIGHT,"KIDS' ACCESSORIES,BABIES ACCS & FURN,KIDS' SHOES,LINENS AND ACCESSORIES,TOYS,CHARACTER SHOP"
034065,"CROWN SYNERGY TRADING CORP","STORE CONSIGNOR","MEN'S SHOES,MEN'S WEAR,BOYS TEENS' WEAR,WOMEN'S SHOES,MEN'S ACCESSORIES,KIDS' SHOES,SPORTS CENTRAL,WOMEN'S SHOES DS,KIDS' SHOES DS,MEN'S WEAR DS,BOYS' TEEN WEAR DS,MEN'S ACCESSORIES DS,MEN'S SHOES DS"
030778,"CRYSLINE INTERNATIONAL TRADING",OUTRIGHT,"STORAGE AND ORGANIZER,FURNITURE & FIXTURES,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE"
034055,"CTWALK SHOE MFG","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
034316,"CURATOR1 TRADING CORPORATION","STORE CONSIGNOR",WATSONS
034237,"CURRANT CORPORATION","STORE CONSIGNOR","CHARACTER SHOP"
030859,"CYCHRIS TRADING CORPORATION",OUTRIGHT,"KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,TOYS,CHARACTER SHOP"
040375,"D' FAMOUS RED BOX CORPORATION",OUTRIGHT,SNACKS
040574,"DANIPI PHILIPPINES INCORPORATED",OUTRIGHT,HARDWARE
040303,"DAVIES PAINTS PHILIPPINES INCORPORATED",OUTRIGHT,HARDWARE
040440,"DBMBS TRADING CORP.",OUTRIGHT,WATSONS
040342,"DESIGNS LYA ARMOVIT INC",OUTRIGHT,KULTURA
040337,"DHEMARK DESIGNS CORP",OUTRIGHT,"WOMEN'S WEAR 1,LW INSTITUTIONAL SALES"
044006,"DIAMOND INDUSTRIES","STORE CONSIGNOR","STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,CRATE AND BARREL"
044163,"DIGITAL ADVANTAGE CORP.","STORE CONSIGNOR",SERVICES
040418,"DISTRIBUTION SOLUTIONS PHILS INC",OUTRIGHT,WATSONS
040297,"DOCOMO-KAIBIGAN CORP",OUTRIGHT,"STORAGE AND ORGANIZER,KITCHENWARE,DECOR AND ACCESSORIES,HARDWARE"
044151,"DOLLAR & SCENTS CORPORATION","STORE CONSIGNOR",WATSONS
044079,"DOMICIL DECOR ENTERPRISE","STORE CONSIGNOR","OUR HOME,DECOR AND ACCESSORIES,CRATE AND BARREL"
040289,"D'STYLES MANUFACTURING CORPORATION",OUTRIGHT,"FURNITURE & FIXTURES"
054056,"E - SY CORPORATION","STORE CONSIGNOR",HARDWARE
054047,"EARTH TONES CORPORATION","STORE CONSIGNOR","BABIES ACCS & FURN,TOYS"
050469,"EASTER MORNING INSPIRATIONAL PRODUCTS,INC.",OUTRIGHT,"MEN'S ACCESSORIES,KULTURA,DECOR AND ACCESSORIES"
050035,"EASTERN RISING SUN INTERNATIONAL CO",OUTRIGHT,"BABIES ACCS & FURN"
050782,"EINSCO COMPANY, INC.",OUTRIGHT,"WOMEN'S WEAR 1,GIRLS TEENS' WEAR"
050117,"ELECTROLUX PHILIPPINES INC",OUTRIGHT,APPLIANCE
054122,"ELITE GARMENTS INTERNATIONAL INC","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,KULTURA,MEN'S WEAR DS,WOMEN'S WEAR 1 DS,KIDS' WEAR - GIRLS DS"
050151,"ELLISON ENTERPRISES CORPORATION",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,WOMEN'S WEAR 3,TOYS,MEN'S WEAR PLUS,CHARACTER SHOP"
050362,"ELRO RETAIL CORPORATION",OUTRIGHT,"KIDS' SHOES"
050254,"EM-O INDUSTRIAL MFG CORP",OUTRIGHT,"KIDS' SHOES"
050296,"ENCHONG Y MARKETING CORP",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
050308,"EURO FOODS PHILS",OUTRIGHT,"PET EXPRESS"
050690,"EURO PACIFIC LINK INTL CORP",OUTRIGHT,STATIONERY
050324,"EUROWEAR MARKETING CORPORATION",OUTRIGHT,"KIDS' WEAR - GIRLS,CRATE AND BARREL"
050370,"EVER BILENA COSMETICS, INC.",OUTRIGHT,WATSONS
050262,"EVERGOOD PLASTIC INDUSTRY INC",OUTRIGHT,"PET EXPRESS"
054023,"EVERGROWTH GARMENT MFG INC","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
050942,"EVERYDAY PRODUCTS CORPORATION",OUTRIGHT,"OUR HOME,DECOR AND ACCESSORIES,HARDWARE,CRATE AND BARREL"
054044,"EVERYTHING RETAIL INDL & COMML CO INC","STORE CONSIGNOR",HARDWARE
050259,"EXCLUSIVE PET RESOURCES INCORPORATED",OUTRIGHT,"PET EXPRESS"
054104,"EXPONENT-KONKA GROUP INC","STORE CONSIGNOR",APPLIANCE
050263,"EZYDOG ENTERPRISE",OUTRIGHT,"PET EXPRESS"
060444,"FAB-O-LOUS GARMENTS CORP.",OUTRIGHT,"SMART BUY"
060304,"FALCON INTERNATIONAL TRADING",OUTRIGHT,"BOYS TEENS' WEAR,BAGS,BABIES ACCS & FURN"
060380,"FATTY BRAIN TOYS INC",OUTRIGHT,TOYS
060394,"FELINE APPAREL INCORPORATED",OUTRIGHT,"BABIES' WEAR,BAGS,KULTURA,TOYS,CHARACTER SHOP"
060384,"FEMFABULUOS INC.",OUTRIGHT,"WOMEN'S WEAR 1,WOMEN'S WEAR 3"
060197,"FINE INTERIORS TRADING ANDMANUFACTURING INC",OUTRIGHT,"FURNITURE & FIXTURES"
064008,"FOOTACTION INTERNATIONAL MANUFACTURINGCORPORATION","STORE CONSIGNOR","MEN'S SHOES,WOMEN'S SHOES,SPORTS CENTRAL,WOMEN'S SHOES DS,MEN'S SHOES DS"
060335,"FORCE GEAR INTL CORP",OUTRIGHT,LUGGAGE
064033,"FOREVER BEST FRIENDS INC","STORE CONSIGNOR","CHARACTER SHOP"
060199,"FORTUNE BUDDIES CORP",OUTRIGHT,"APPLIANCE,KITCHENWARE"
060386,"FRONTIERGADGET INC.",OUTRIGHT,"MEN'S ACCESSORIES,STATIONERY,CHARACTER SHOP"
060230,"FUN SERVICES INC. / CARNEVALE",OUTRIGHT,"SURPLUS SHOP,KIDS' ACCESSORIES,KULTURA,LINENS AND ACCESSORIES,TOYS"
064119,"FUNIMATION MAGIC INC","STORE CONSIGNOR","KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS,KIDS' ACCESSORIES,KIDS' WEAR - GIRLS DS,BABIES' WEAR DS,KIDS' WEAR - BOYS DS,KIDS' ACCESSORIES DS"
060331,"FUNSHOES TRADING CORPORATION",OUTRIGHT,"KIDS' SHOES,TOYS,CHARACTER SHOP"
060416,"FURNE N' STYLE CORPORATION",OUTRIGHT,"OUR HOME,FURNITURE & FIXTURES,GUAM ISLAND"
070004,"G.T.K. TRADING",OUTRIGHT,"HARDWARE,STATIONERY"
074186,"GALVEZ HANDICRAFTS","STORE CONSIGNOR",KULTURA
074001,"GARDEN BARN INC","STORE CONSIGNOR","STORAGE AND ORGANIZER,OUR HOME,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE,PET EXPRESS,CRATE AND BARREL,WATSONS"
070258,"GENTLE STAR TRADING CORP",OUTRIGHT,"PET EXPRESS"
070421,"GETZ BROS PHILIPPINES INC",OUTRIGHT,WATSONS
070014,"GEUEL HANDICRAFTS",OUTRIGHT,"KULTURA,DECOR AND ACCESSORIES"
070726,"GIFTS AND PACKAGES DESIGN CENTER",OUTRIGHT,"WOMEN'S ACCESSORIES,OUR HOME,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,STATIONERY"
070827,"GIFTS GADGETS & COLLECTIBLES INC",OUTRIGHT,"KIDS' SHOES,TOYS,CHARACTER SHOP"
070363,"GLASSTECH CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE,TOYS,PET EXPRESS"
070516,"GLF MABUHAY TRADING INTERNATIONAL INC",OUTRIGHT,KULTURA
070501,"GLOBALSIX CORP",OUTRIGHT,"KIDS' ACCESSORIES,TOYS,CHARACTER SHOP"
070646,"GLOBE INTL DISTRIBUTOR CENTER INC",OUTRIGHT,HARDWARE
070464,"GLOIRE UNLIMITED CO",OUTRIGHT,WATSONS
074149,"GLYNYZ ACCESSORIES INTL CO","STORE CONSIGNOR",KULTURA
070840,"GODSPEED SPORTS CORPORATION",OUTRIGHT,TOYS
070408,"GOLD GLORY FASHION ENTERPRISES",OUTRIGHT,"KIDS' ACCESSORIES"
070888,"GOLDEN FASHION ENTERPRISE INC",OUTRIGHT,"STORAGE AND ORGANIZER,OUR HOME,FURNITURE & FIXTURES,KITCHENWARE,LINENS AND ACCESSORIES,HARDWARE,STATIONERY"
070459,"GOLDEN FORTRESS MARKET PLACE INC",OUTRIGHT,"WOMEN'S WEAR 2"
070686,"GOLDEN UNION FOOTWEAR INC",OUTRIGHT,"KIDS' SHOES"
070342,"GOLDTECH INTL DISTRIBUTORS INC",OUTRIGHT,APPLIANCE
070356,"GOLDWINGS STATIONERY PRODUCTS INC",OUTRIGHT,STATIONERY
070816,"GOLTON CORPORATION",OUTRIGHT,"BABIES ACCS & FURN"
070418,"GOOD SHEPHERD MANUFACTURING CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,DECOR AND ACCESSORIES,HARDWARE"
070412,"GRAMANS FASHION,  INC.",OUTRIGHT,"WOMEN'S WEAR 1,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,KULTURA,WOMEN'S WEAR 3"
070448,"GRANDTEX TRADING",OUTRIGHT,"LINENS AND ACCESSORIES,WATSONS"
070196,"GREAT HOME MAKERS ENTERPRISES",OUTRIGHT,"OUR HOME,TABLEWARE,DECOR AND ACCESSORIES"
074125,"GREENFLEX INTL CORP","STORE CONSIGNOR","DECOR AND ACCESSORIES,CRATE AND BARREL"
074139,"GREPAC TECHNOLOGIES INC","STORE CONSIGNOR",HARDWARE
070188,"GREYHOUND MARKETING CORPORATION",OUTRIGHT,"BABIES ACCS & FURN,TOYS"
070239,"GSI TRADING COMPANY",OUTRIGHT,"TOYS,STATIONERY,CHARACTER SHOP"
070378,"GTC-ALDIS PHILIPPINES INC",OUTRIGHT,APPLIANCE
070451,"GTCOSMETICS MANUFACTURING INC",OUTRIGHT,WATSONS
080374,"H & A INTERNATIONAL INC",OUTRIGHT,TOYS
080313,"HAPPY WEAVES HANDMADE ARTISANHANDICRAFTS",OUTRIGHT,KULTURA
080293,"HAYASHI RACING SALES CENTER",OUTRIGHT,"MEN'S ACCESSORIES,HARDWARE,CHARACTER SHOP"
080170,"HEALTH AMENDMENTS, INC.",OUTRIGHT,"BABIES ACCS & FURN,WATSONS"
080277,"HEALTHY INNOVATION DISTRIBUTION INC",OUTRIGHT,"BABIES ACCS & FURN,TOYS,SNACKS,CHARACTER SHOP,WATSONS"
080045,"HEBRON INTERNATIONAL SALES CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,STATIONERY,CHARACTER SHOP"
080276,"HENTA MARKETING CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,OUR HOME,FURNITURE & FIXTURES,KULTURA"
080297,"HER-Z COLLECTION INC.",OUTRIGHT,"WOMEN'S WEAR 1,KULTURA"
080320,"HIGH LIFE MARKETING INTERNATIONAL",OUTRIGHT,TABLEWARE
080280,"HIP INTERTRADE SALES INC",OUTRIGHT,"CHARACTER SHOP"
080054,"HI-PRO INTERNATIONAL LTD CORPORATION",OUTRIGHT,"BABIES ACCS & FURN,STORAGE AND ORGANIZER,HARDWARE,STATIONERY"
084139,"HMS DEVELOPMENT CORPORATION","STORE CONSIGNOR","CRATE AND BARREL"
080197,"HOME EXPRESSIONS CONCEPTS, INC.",OUTRIGHT,"BABIES ACCS & FURN,LINENS AND ACCESSORIES"
080407,"HOME FASHION COMMERCIAL",OUTRIGHT,"OUR HOME,FURNITURE & FIXTURES,HARDWARE"
080278,"HOMEDIRECT INC.",OUTRIGHT,"KULTURA,TABLEWARE,DECOR AND ACCESSORIES"
080284,"HOPEWELL SALES CORPORATION",OUTRIGHT,"LUGGAGE,STORAGE AND ORGANIZER,TABLEWARE,LINENS AND ACCESSORIES"
080296,"HOT DISK CORP",OUTRIGHT,"APPLIANCE,HARDWARE"
080008,"HUASANWAN FOOD MART INC",OUTRIGHT,"KULTURA,SNACKS"
084067,"HYDN PUBLISHING","STORE CONSIGNOR",STATIONERY
090083,"IDEAL GARMENTS INT'L. INC.",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' ACCESSORIES,BABIES ACCS & FURN,KIDS' SHOES,SMART BUY"
090203,"ILIUPA MARKETING INC.",OUTRIGHT,"GUAM ISLAND"
090115,"IMF BEAUTY AND WELLNESS PRODUCTS",OUTRIGHT,WATSONS
090060,"INFINITE QUALITY DESIGNS CENTER INC",OUTRIGHT,"FURNITURE & FIXTURES"
090179,"INFINITY SPORTS INTERNATIONAL INC",OUTRIGHT,"BABIES ACCS & FURN,TOYS,STATIONERY"
090195,"INNOVATI INTERNATIONAL INCORPORATED",OUTRIGHT,STATIONERY
090122,"INNOVATIVE SYMMETRY CLOTHING INC",OUTRIGHT,"GIRLS TEENS' WEAR,KULTURA"
090112,"INTELLIGENT SKIN CARE INC",OUTRIGHT,"BABIES ACCS & FURN,WATSONS"
090169,"INTELLISMART TECHNOLOGY INC.",OUTRIGHT,HARDWARE
090055,"INTERNATIONAL CARTOON KINGDOM INC",OUTRIGHT,"MEN'S ACCESSORIES"
090138,"IONTECH INC.",OUTRIGHT,"APPLIANCE,GADGETS,TOYS"
104038,"J & A HOME PRODUCTS CORPORATION","STORE CONSIGNOR","OUR HOME,LINENS AND ACCESSORIES,CRATE AND BARREL"
100518,"J ESSENTIALZ MARKETING CORPORATION",OUTRIGHT,"HARDWARE,PET EXPRESS"
100075,"J.L.C. MILLER & CO INC",OUTRIGHT,WATSONS
100591,"JACOB THE BALLOON CO.",OUTRIGHT,TOYS
100478,"JADWANI INTERNATIONAL INC",OUTRIGHT,"WOMEN'S WEAR 1,WOMEN'S WEAR 2"
104115,"JASMINE ETHNIC CRAFTS INC","STORE CONSIGNOR",KULTURA
100444,"JDC GENERAL MERCHANDISE",OUTRIGHT,"LINENS AND ACCESSORIES,DECOR AND ACCESSORIES"
100575,"JEANOLOGY INC",OUTRIGHT,"WOMEN'S WEAR 1,SURPLUS SHOP"
